,,,,ترانه هاي قديمي,,,,,
,,,,CD 1 (1 - 23),,,,,
,,,,147-4,خاطرات عمر رفته در نظرگاهم نشسته,مصطفي مداحي,همايون خرم,معيني كرمانشاهي,همايون
,,,,148,در كنارم گلبني خوشرنگ و بو طاووس زيبا,مرضيه,ح. بديعي,نواب صفا,اصفهان
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,149-1,دشت و دمن باغ و چمن,مرضيه,حبيب الله بديعي,نواب صفا,اصفهان
,,,,149-2,دشت و دمن باغ و چمن,عهديه,حبيب الله بديعي,نواب صفا,اصفهان
,,,,150-1,دو سه شبه كه چشمام به دره,مرضيه,,جنتي عطايي,دشتي
,,,,150-2,دو سه شبه كه چشمام به دره (اجرايي ديگر),مرضيه,,جنتي عطايي,دشتي
,,,,150-3,دو سه شبه كه چشمام به دره,جهان,,جنتي عطايي,دشتي
,,,,151-1,ديدي كه رسوا شد دلم,مرضيه,علي تجويدي,رهي معيري,دشتي
,,,,151-2,ديدي كه رسوا شد دلم,افتخاري,علي تجويدي,رهي معيري,دشتي
,,,,151-3,ديدي كه رسوا شد دلم,جهان,علي تجويدي,رهي معيري,دشتي
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,151-4,ديدي كه رسوا شد دلم,شهلا سرشار,علي تجويدي,رهي معيري,دشتي
,,,,152-1,ديوانه ز دست عشق تو كنونم,مرضيه,همايون خرم,معيني كرمانشاهي,ماهور
,,,,152-2,ديوانه ز دست عشق تو كنونم (اجرايي ديگر),مرضيه,همايون خرم,معيني كرمانشاهي,ماهور
,,,,152-3,ديوانه ز دست عشق تو كنونم,زويا ثابت,همايون خرم,معيني كرمانشاهي,ماهور
,,,,153,رفته بودم كز پريشاني ره صحرا بگيرم,مرضيه,حبيب الله بديعي,بيژن ترقي,سه گاه
,,,,154,ز كوي بلا كشان آمدم بگو رفته اي كجا ساغي,مرضيه,همايون خرم,بيژن ترقي,بيات ترك
,,,,155,سروي و بيدي به لب جويي,مرضيه,پرويز ياحقي,معيني كرمانشاهي,اصفهان
,,,,156,عاشق شيدا من، واله و رسوا من,مرضيه,علي تجويدي,پرويز خطيبي,اصفهان
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,157-1,عشق من اي لاله روي من,مرضيه,ح. بديعي,نواب صفا,اصفهان
,,,,157-2,عشق من اي لاله روي من,هوشمند عقيلي,حبيب الله بديعي,نواب صفا,اصفهان
,,,,158,غمگين چو پاييزم از من بگذر,مرضيه,,,شور
,,,,159-1,كو ياري تا به ديارم برساند,مرضيه,علي تجويدي,معيني كرمانشاهي,چهارگاه
,,,,159-2,كو ياري تا به ديارم برساند,افتخاري,علي تجويدي,معيني كرمانشاهي,چهارگاه
,,,,160,من امشب شكنم ساغر,مرضيه,,,شور
,,,,161,من كه مجنون توام,مرضيه,انوشيروان روحاني,نواب صفا,اصفهان
,,,,162-1,مي زده شب چو ز ميكده ها باز آيم,مرضيه,پرويز ياحقي,بيژن ترقي,ماهور
,,,,162-2,مي زده شب چو ز ميكده ها باز آيم,زويا ثابت,پرويز ياحقي,بيژن ترقي,ماهور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,162-3,مي زده شب چو ز ميكده ها باز آيم,فتانه اقبالي,پرويز ياحقي,بيژن ترقي,ماهور
,,,,163-1,مي زده شب چو ز ميكده ها باز آيم,مرضيه,پرويز ياحقي,بيژن ترقي,ماهور
,,,,163-2,مي زده شب چو ز ميكده ها باز آيم (اجرايي ديگر),مرضيه,پرويز ياحقي,بيژن ترقي,ماهور
,,,,163-3,مي زده شب چو ز ميكده ها باز آيم,جلال همتي,پرويز ياحقي,بيژن ترقي,ماهور
,,,,164-1,مي گذرم تنها از ميان گلها,مرضيه,همايون خرم,بيژن ترقي,اصفهان
,,,,164-2,مي گذرم تنها از ميان گلها (اجرايي ديگر),مرضيه,همايون خرم,بيژن ترقي,اصفهان
,,,,165,نسيم فروردين وزان به شبان شد,مرضيه,پرويز ياحقي,بيژن ترقي,اصفهان
,,,,166,يك شاخه گل من در كاشانه دارم,مرضيه,,معيني كرمانشاهي,اصفهان
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,167-1,يه روزي رفتم كه رفتم را واست خونده بودم,مرضيه,جهانبخش پازوكي,جهانبخش پازوكي,همايون
,,,,167-2,يه روزي رفتم كه رفتم را واست خونده بودم,شيدا,جهانبخش پازوكي,جهانبخش پازوكي,همايون
,,,,168,باز باز آنكه دلم مشتاقش بود,داريوش رفيعي,مجيد وفادار,كريم فكور,اصفهان
,,,,169,خوابي بود و خيالي ما را روز وصال,رفيعي,,,دشتي
,,,,170-1,رختخواب مرا مستانه بنداز,رفيعي,محلي شيرازي,محلي,افشاري
,,,,170-2,رختخواب مرا مستانه بنداز (اجرايي ديگر),رفيعي,محلي شيرازي,محلي,افشاري
,,,,170-3,رختخواب مرا مستانه بنداز ,كوروس سرهنگ زاده,محلي شيرازي,محلي,افشاري
,,,,170-4,رختخواب مرا مستانه بنداز,داريوش اقبالي,محلي شيرازي,محلي,افشاري
,,,,171-1,شب به گلستان تنها منتظرت بودم,رفيعي,,,دشتي
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,171-2,شب به گلستان تنها منتظرت بودم,غلامحسين اشرفي,,,دشتي
,,,,172,كو آن محفل مستي,رفيعي,مجيد وفادار,معيني كرمانشاهي,شور
,,,,173-1,گلنار گلنار كجايي كز غمت,رفيعي,مجيد وفادار,كريم فكور,دشتي
,,,,173-2,گلنار گلنار كجايي كز غمت,سرهنگ زاده,مجيد وفادار,كريم فكور,دشتي
,,,,173-3,گلنار گلنار كجايي كز غمت,خياط باشي,مجيد وفادار,كريم فكور,دشتي
,,,,173-4,گلنار گلنار كجايي كز غمت,هوشمند عقيلي,مجيد وفادار,كريم فكور,دشتي
,,,,173-5,گلنار گلنار كجايي كز غمت,بهزاد,مجيد وفادار,كريم فكور,دشتي
,,,,174-1,ياد از آن روز كه بودي زهره يار من,رفيعي,حميد وفادار,جهانگير تفضلي,سه گاه
,,,,174-2,ياد از آن روز كه بودي زهره يار من,سرهنگ زاده,حميد وفادار,جهانگير تفضلي,سه گاه
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,174-3,ياد از آن روز كه بودي زهره يار من,آشورپور,حميد وفادار,جهانگير تفضلي,سه گاه
,,,,174-4,ياد از آن روز كه بودي زهره يار من,هايده,حميد وفادار,جهانگير تفضلي,سه گاه
,,,,174-5,ياد از آن روز كه بودي زهره يار من,سيامك,حميد وفادار,جهانگير تفضلي,سه گاه
,,,,175,اي باد صبا بهر خدا بوي كه داري,رفيعي,حميد وفادار,مؤيد ثابتي,سه گاه
,,,,176-1,به راه وي تا سحر ماندم,فرح,اكبر محسني,ايرج تيمورتاش,دشتي
,,,,176-2,به راه وي تا سحر ماندم,هوشمند عقيلي,اكبر محسني,ايرج تيمورتاش,دشتي
,,,,176-3,به راه وي تا سحر ماندم,افتخاري,اكبر محسني,ايرج تيمورتاش,دشتي
,,,,177-1,تا بَرَد از دل ستاره اي قرار من (نسخه صوتي اين ترانه پيدا نشد.),فرح,اكبر محسني,كريم فكور,سه گاه
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,177-2,تا بَرَد از دل ستاره اي قرار من,ناهيد سرافراز - حميد قنبري,اكبر محسني,كريم فكور,سه گاه
,,,,178-1,اگر يك شب تو را در خواب بينم,محمد نوري,محمد سرير,اردلان سرفراز,
,,,,178-2,اگر يك شب تو را در خواب بينم (اجرايي ديگر),محمد نوري,محمد سرير,اردلان سرفراز,
,,,,179,بهم مي گفتي كه مي خوام,محمد نوري,محمد سرير,وحيد اديبي,
,,,,180-1,جان مريم چشماتو وا كن,محمد نوري,كامبيز مژدهي,محمد نوري,اصفهان
,,,,180-2,جان مريم چشماتو وا كن (اجرايي ديگر),محمد نوري,كامبيز مژدهي,محمد نوري,اصفهان
,,,,181-1,شب پريشان مي خرامد,محمد نوري,كليف پارومن,فروغ فرخزاد,ماهور
,,,,181-2,شب پريشان مي خرامد (اجرايي ديگر),محمد نوري,كليف پارومن,فروغ فرخزاد,ماهور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,182-1,گل و سكه نقل و نبات,محمد نوري,محمد سرير,تورج نگهبان,همايون
,,,,182-2,گل و سكه نقل و نبات (اجرايي ديگر),محمد نوري,محمد سرير,تورج نگهبان,همايون
,,,,183,هر كه ديدم ياري داره,ياسمين,جواد لشكري,جنتي عطايي,شور
,,,,184-1,حالا به من بگو اي سنگ صبور,علي نظري,علي نظري,علي نظري,
,,,,184-2,حالا به من بگو اي سنگ صبور,غلامعلي روانبخش,علي نظري,علي نظري,
,,,,184-3,حالا به من بگو اي سنگ صبور,گوگوش,علي نظري,علي نظري,
,,,,185,سوگند به دلهاي شكسته,علي نظري,امير پازوكي,علي نظري,همايون
,,,,186,دمي كه بوي گل بيايد از چمن,شمسي شمس,حسين صمدي,بيژن ترقي,بيات ترك
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,187,زيبا جان - زيبا جان,شمسي شمس,ح. بديعي,كريم فكور,ماهور
,,,,188,سنبل به چمن با ناز آمد,شمسي شمس,عربي,معيني كرمانشاهي,بيات زند
,,,,189,يار به نزد من نماند و رفت,شمسي شمس,ح. بديعي,كريم فكور,ماهور
,,,,ترانه هاي ويگن، الهه، ايرج، پوران، گلپا,,,,,
,,,,CD 7 (190 - 237),,,,,
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,190,بيايين پريا بريم به صحرا,ويگن,عطاءالله خرم,سيروس آرين,
,,,,191-1,بارون، بارونه زمينا تر ميشه,ويگن,عطاءالله خرم,سيروس آرين,ماهور
,,,,191-2,بارون، بارونه زمينا تر ميشه (اجرايي ديگر),ويگن,عطاءالله خرم,سيروس آرين,ماهور
,,,,191-3,بارون، بارونه زمينا تر ميشه,پري زنگنه,عطاءالله خرم,سيروس آرين,ماهور
,,,,191-4,بارون، بارونه زمينا تر ميشه,دو صدايي,عطاءالله خرم,سيروس آرين,ماهور
,,,,191-5,بارون، بارونه زمينا تر ميشه,كورش يغمايي,عطاءالله خرم,سيروس آرين,ماهور
,,,,191-6,بارون، بارونه زمينا تر ميشه,گروه تكخالها,عطاءالله خرم,سيروس آرين,ماهور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,191-7,بارون، بارونه زمينا تر ميشه,فرامرز زرگري نژاد,عطاءالله خرم,سيروس آرين,ماهور
,,,,192,چون آن آهوي صحرايُم,ويگن,عطاءالله خرم,نوذر پرنگ,دشتي
,,,,193-1,خنچه بياريد لاله بكاريد,ويگن,عطاءالله خرم,سيروس آرين,اصفهان
,,,,193-2,خنچه بياريد لاله بكاريد (اجرايي ديگر),ويگن,عطاءالله خرم,سيروس آرين,اصفهان
,,,,194,خنچه بياريد لاله بكاريد,گروه كر,عطاءالله خرم,سيروس آرين,اصفهان
,,,,195,دامن كشان ساقي ميخواران,ويگن,خاچاطور آگديسيان,,اصفهان
,,,,196,دختر خان و مي خوامش,ويگن,عطاءالله خرم,نوذر پرنگ,ماهور
,,,,197,روزي من و تو اي جان همچون كبوترها,ويگن,عطاءالله خرم,پرويز وكيلي,چهارگاه
,,,,498,ساقي به خدا خون شد دل ما,ويگن,عطاءالله خرم,پرويز وكيلي,چهارگاه
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,198-1,شكوفه مي رقصد از باد بهاري,ويگن,عطاءالله خرم,پرويز وكيلي,اصفهان
,,,,198-2,شكوفه مي رقصد از باد بهاري,ويگن,عطاءالله خرم,پرويز وكيلي,اصفهان
,,,,199,گل خزان نديده,ويگن,سورن آراكليان,ايرج تيمورتاش,اصفهان
,,,,200,لبت به خنده وارفته اي گل,ويگن,هوشنگ شهابي,هوشنگ شهابي,
,,,,201,از سر ديواري شاخه تاكي را,الهه,جواد لشكري,معيني كرمانشاهي,اصفهان
,,,,202,اي دل چرا ناز مي كني,الهه,,,شور (دشتي)
,,,,203,بازآمد بازآمد,الهه,جواد معروفي,معيني كرمانشاهي,سه گاه
,,,,204-1,پس از اين زاري مكن,الهه,ويگن,پرويز وكيلي,اصفهان
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,204-1,پس از اين زاري مكن (اجرايي ديگر),الهه,ويگن,پرويز وكيلي,اصفهان
,,,,204-2,پس از اين زاري مكن,ويگن,ويگن,پرويز وكيلي,اصفهان
,,,,204-3,پس از اين زاري مكن,احمد والي,ويگن,پرويز وكيلي,اصفهان
,,,,204-4,پس از اين زاري مكن,افغاني,ويگن,پرويز وكيلي,اصفهان
,,,,204-5,پس از اين زاري مكن,مجيد اخشابي,ويگن,پرويز وكيلي,اصفهان
,,,,204-6,پس از اين زاري مكن,سعيد جعفري,ويگن,پرويز وكيلي,اصفهان
,,,,204-7,پس از اين زاري مكن,ناشناس,ويگن,پرويز وكيلي,اصفهان
,,,,205,بوسه بر او زدم دلم رسوا شد,الهه,,,
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,206,بر لب چشمه آيد دختر كوهستان,الهه,جواد لشكري,كريم فكور,همايون
,,,,207,تا در گوشم قصه تو,الهه,محلي ارمني,معيني كرمانشاهي,اصفهان
,,,,208-1,تو چون بودي با تو تنها بودم,الهه,انوشيروان روحاني,معيني كرمانشاهي,اصفهان
,,,,208-2,تو چون بودي با تو تنها بودم,گروه كر,انوشيروان روحاني,معيني كرمانشاهي,اصفهان
,,,,209,چو مجنون گيرم از عاشقان,الهه,ح. بديعي,بيژن ترقي,دشتي
,,,,210,دلم را بي خبر مي بري,الهه,محلي تاكستاني,,
,,,,211-1,رفتم رفتم گريزانم از ديدارت,الهه,ع. خرم,ناصر صفاالهي,اصفهان
,,,,211-2,رفتم رفتم گريزانم از ديدارت,الهه - ويگن,ع. خرم,ناصر صفاالهي,اصفهان
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,212,ز سفر آمدي چشم دل من روشن,الهه,,,
,,,,123,غنچة نو شكفته را مانَد,الهه,,رهي معيري,
,,,,214-1,ليلي كه ناله مي كني,الهه,محلي بابلي,پرويز وكيلي,اصفهان
,,,,214-2,ليلي كه ناله مي كني,ويگن,محلي بابلي,پرويز وكيلي,اصفهان
,,,,215,مجنون نبودم مجنونم كردي,الهه,محلي,محلي,دشتي
,,,,216-1,من عاشقم من عاشقم درد و بلا مي خواهم,الهه,جواد لشكري,نواب صفا,شور
,,,,216-2,من عاشقم من عاشقم درد و بلا مي خواهم,افتخاري,جواد لشكري,نواب صفا,شور
,,,,217,نامهربوني نمي خواهي بدوني,الهه,محمد حيدري,تورج نگهبان,شور
,,,,218,تو آسمون دوباره,ايرج,,,ماهور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,219,چشمانت بر دلم آتش بارد,ايرج,اسفنديار منفردزاده,عبدالله,
,,,,220,يكي بود يكي نبود,ايرج,,,ماهور
,,,,221-1,اشكم دونه دونه,پوران,,,شور
,,,,221-2,اشكم دونه دونه,ناهيد,,,شور
,,,,222-1,اي عشق من اي زيبا اي نيلوفر من,پوران,عباس شاپوري,نواب صفا,اصفهان
,,,,222-2,اي عشق من اي زيبا اي نيلوفر من,جلال همتي,عباس شاپوري,نواب صفا,اصفهان
,,,,223-1,بر گيسويت اي جان كمتر زن شانه,پوران,عباس شاپوري,ناصر رستگارنژاد,اصفهان
,,,,223-2,بر گيسويت اي جان كمتر زن شانه,پوران - ويگن,عباس شاپوري,ناصر رستگارنژاد,اصفهان
,,,,223-3,بر گيسويت اي جان كمتر زن شانه,مارتيك,عباس شاپوري,ناصر رستگارنژاد,اصفهان
,,,,223-4,بر گيسويت اي جان كمتر زن شانه,ركسانا,عباس شاپوري,ناصر رستگارنژاد,اصفهان
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,224-1,بيا كه بريم به مزار ملا ممد جان,افغاني,محلي افغاني,محلي افغاني,شور
,,,,224-2,بيا كه بريم به مزار ملا ممد جان,پوران,محلي افغاني,محلي افغاني,شور
,,,,225,تا اشكي ريزد از چشم ژاله بارم,پوران,عباس شاپوري,ابوالحسن ورزي,
,,,,226-1,تك درختي تيره بختم,پوران,عباس شاپوري,نواب صفا,اصفهان
,,,,226-2,تك درختي تيره بختم,جلال همتي,عباس شاپوري,نواب صفا,اصفهان
,,,,226-3,تك درختي تيره بختم,شكيلا,عباس شاپوري,نواب صفا,اصفهان
,,,,226-4,تك درختي تيره بختم,غلامحسين اشرفي,عباس شاپوري,نواب صفا,اصفهان
,,,,227,چون به چمن گذر كنم,پوران,ح. بديعي,عبدالله الفت,شور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,228,در همه دنيا دارم من كسي,پوران,انوشيروان روحاني,بيژن ترقي,شور - چهارگاه - شور
,,,,229,شب است و بر لب دريا,پوران,حسين صمدي,كريم فكور,
,,,,230,گل اومد بهار اومد مي روم به صحرا,پوران,مجيد وفادار,بيژن ترقي,سه گاه
,,,,231,مده از كف در فصل گل دامان صحرا,پوران,مجيد وفادار,هدايت نيرسينا,ماهور
,,,,232,مژده يار آمد مِي در كار آمد,پوران,عباس شاپوري,ناصر رستگارنژاد,اصفهان
,,,,233,نه همزباني نه همنوايي,پوران,علي تجويدي,رهي معيري,دشتي
,,,,234,ياد از آن شب كه چو گل در كاشانة من بودي,پوران,,,
,,,,235,اشك من خودتو نگه دار,گلپا,محمد حيدري,هما ميرافشار,شور (دشتي)
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,236,پس از تو نمونم براي خدا,گلپا,اسدالله ملك,هما ميرافشار,همايون
,,,,237,نه مِي مونده نه مستي,گلپا,فريدون خوشنود,اردلان سرفراز,ماهور
,,,,ترانه هاي پوران، شهيدي، رويا، سيما بينا,,,,,
,,,,CD 8 (238 - 275),,,,,
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,238,از نو شب شد مه من تو بيا,پروين,,,ماهور
,,,,239,اكنون اي بي وفا تو را ندارم,پروين,همايون خرم,معيني كرمانشاهي,اصفهان
,,,,240,اگر عاشقم، اگر آتشم,پروين,رضا ناروند,معيني كرمانشاهي,اصفهان
,,,,241-1,امشب در سر شوري دارم,پروين,همايون خرم,كريم فكور,اصفهان
,,,,241-2,امشب در سر شوري دارم (اجرايي ديگر),پروين,همايون خرم,كريم فكور,اصفهان
,,,,241-3,امشب در سر شوري دارم,شكيلا,همايون خرم,كريم فكور,اصفهان
,,,,241-4,امشب در سر شوري دارم,اصفهاني,همايون خرم,كريم فكور,اصفهان
,,,,241-5,امشب در سر شوري دارم,زويا ثابت,همايون خرم,كريم فكور,اصفهان
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,241-6,امشب در سر شوري دارم,حسن ستار,همايون خرم,كريم فكور,اصفهان
,,,,242,اي گل پريشانم مكن,پروين,,,
,,,,243,با قلبي پر خون,پروين,همايون خرم,معيني كرمانشاهي,ماهور
,,,,244,بر ديده نشاندم ترا,پروين,,,
,,,,245,به نگاه من تو همان موجي,پروين,,,
,,,,246,به ياد آمدم آن شب,پروين,,,
,,,,247,بيا كه جان بر لب آمد,پروين,مرتضي ني داوود,بهادر يگانه,
,,,,248,تو مگر نقش رويايي,پروين,همايون خرم,هدايت نيرسينا,
,,,,249-1,تنها ماندم - تنها ماندم,پروين,همايون خرم,عبدالله الفت,
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,249-2,تنها ماندم - تنها ماندم,اصفهاني,همايون خرم,عبدالله الفت,
,,,,250,تو كه يك جهان وفايي,پروين,همايون خرم,معيني كرمانشاهي,
,,,,251,تو همان نوگل اميدي,پروين,,,
,,,,252,چه شبي، چه مهي، چه هوايي,پروين,همايون خرم,كريم فكور,اصفهان
,,,,253,در بر تو گريه كنان آمدم,پروين,همايون خرم,معيني كرمانشاهي,افشاري
,,,,254-1,درد عشق و انتظار,پروين,همايون خرم,كريم فكور,شور
,,,,254-2,درد عشق و انتظار,بهرام حصيري,همايون خرم,كريم فكور,شور
,,,,254-3,درد عشق و انتظار,ايرج بسطامي,همايون خرم,كريم فكور,شور
,,,,255,رفتي، گفتي به فراقم رو كن,پروين,,,
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,256,رفتي نگفتي من آشفتم,پروين,,,
,,,,257,زمانة فتنه آفرين,پروين,,,
,,,,258,كس اين همه افسانه ندارد,پروين,,,
,,,,259,ماه من چه زيبا شدي,پروين,,,چهارگاه
,,,,260,هر شب كه برق جانسوزي,پروين,همايون خرم,كريم فكور,
,,,,261,ياد از آن شب كه در بستر سبزه ها,پروين,,,
,,,,262-1,اون نگاه گرم تو,شهيدي,محلي خرم آبادي,هما ميرافشار,ماهور
,,,,262-2,اون نگاه گرم تو,علي اصغر زندوكيل,محلي خرم آبادي,هما ميرافشار,ماهور
,,,,262-3,اون نگاه گرم تو,جمال وفايي,محلي خرم آبادي,هما ميرافشار,ماهور
,,,,262-4,اون نگاه گرم تو,بيژن بيژني,محلي خرم آبادي,هما ميرافشار,ماهور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,263-1,اي ساربان آهسته ران,شهيدي,جواد معروفي,سعدي,
,,,,263-2,اي ساربان آهسته ران,الهه,جواد معروفي,سعدي,
,,,,263-3,اي ساربان آهسته ران,احمد ظاهر,جواد معروفي,سعدي,
,,,,263-4,اي ساربان آهسته ران,سُلي,جواد معروفي,سعدي,
,,,,263-5,اي ساربان آهسته ران,كرامتي,جواد معروفي,سعدي,
,,,,263-6,اي ساربان آهسته ران,افتخاري,جواد معروفي,سعدي,
,,,,263-7,اي ساربان آهسته ران,هنگامه (افغاني),جواد معروفي,سعدي,
,,,,263-8,اي ساربان آهسته ران,سالار عقيلي,جواد معروفي,سعدي,
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,264-1,داغ تو دارد اين دلم,شهيدي,فرامرز پايور,مولوي,شور
,,,,264-2,داغ تو دارد اين دلم,ناشناس,فرامرز پايور,مولوي,شور
,,,,264-3,داغ تو دارد اين دلم,شهرام ناظري,فرامرز پايور,مولوي,شور
,,,,264-4,داغ تو دارد اين دلم,شجريان,فرامرز پايور,مولوي,شور
,,,,264-5,داغ تو دارد اين دلم,بيژن بيژني,فرامرز پايور,مولوي,شور
,,,,265,با گريه سر را به دامانت از غم,رويا,ح. بديعي,بيژن ترقي,سه گاه
,,,,266,بخوان ز نگاهم كه غرق گناهم,رويا,ح. بديعي,تورج نگهبان,افشاري
,,,,267-1,اي بانو، اي بانو بانو بانو,سيما بينا,محلي,محلي,دشتي
,,,,267-2,اي بانو، اي بانو بانو بانو,گروه كر,محلي,محلي,دشتي
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,267-3,اي بانو، اي بانو بانو بانو (اجرايي ديگر),سيما بينا,محلي,محلي,دشتي
,,,,267-4,اي بانو، اي بانو بانو بانو,جلال همتي,محلي,محلي,دشتي
,,,,268,باز بنفشه به ناز,سيما بينا,جواد معروفي,بهادر يگانه,ماهور
,,,,269-1,بگذار سر به سينه من تا كه بشنوي,سيما بينا,فرهاد فخرالديني,فريدون مشيري,دشتي
,,,,269-2,بگذار سر به سينه من,عليرضا قرباني,فرهاد فخرالديني,فريدون مشيري,دشتي
,,,,270-1,چو مرغ شب خواندي و رفتي,سيما بينا,محلي,محمد جعفري,شور
,,,,270-2,چو مرغ شب خواندي و رفتي (اجرايي ديگر),سيما بينا,محلي,محمد جعفري,شور
,,,,270-3,چو مرغ شب خواندي و رفتي,ايرج بسطامي,محلي,محمد جعفري,شور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,270-4,چو مرغ شب خواندي و رفتي,بي كلام,محلي,,شور
,,,,271-1,درياي غمم سر در گريبان اي خدا,سيما بينا,محلي افغاني,محلي و ابو سعيد ابو الخير,شور
,,,,271-2,درياي غمم سر در گريبان اي خدا,بيژن بيژني,محلي افغاني,محلي و ابو سعيد ابو الخير,شور
,,,,272-1,ز فروردين شد شكفته چمن,مرضيه,يحيي زرين پنجه,ملك الشعراي بهار,ماهور
,,,,272-2,ز فروردين شد شكفته چمن,سيما بينا,يحيي زرين پنجه,ملك الشعراي بهار,ماهور
,,,,272-3,ز فروردين شد شكفته چمن,هنگامه اخوان,يحيي زرين پنجه,ملك الشعراي بهار,ماهور
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,272-4,ز فروردين شد شكفته چمن,سپيده رئيس سادات,يحيي زرين پنجه,ملك الشعراي بهار,ماهور
,,,,273-1,عزيز بشين به كنارم,سيما بينا,محلي,محلي,شور (دشتي)
,,,,273-2,عزيز بشين به كنارم,گلوريا روحاني,محلي,محلي,شور (دشتي)
,,,,273-3,عزيز بشين به كنارم,پري زنگنه,محلي,محلي,شور (دشتي)
,,,,273-4,عزيز بشين به كنارم,گروه كر,محلي,محلي,شور (دشتي)
,,,,273-5,عزيز بشين به كنارم,ناشناس,محلي,محلي,شور (دشتي)
,,,,274-1,مجنون نبودم، مجنونم كردي,سيما بينا,محلي,محلي,دشتي
,,,,274-2,مجنون نبودم، مجنونم كردي,الهه,محلي,محلي,دشتي
,,,,274-3,مجنون نبودم، مجنونم كردي,گروه كر,محلي,محلي,دشتي
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
,,,,274-4,مجنون نبودم، مجنونم كردي,مرتضي,محلي,محلي,دشتي
,,,,274-5,مجنون نبودم، مجنونم كردي,شيوا,محلي,محلي,دشتي
,,,,275-1,نگارينا قد چارشونه داري ليلا خانم,سيما بينا,محلي بيرجندي,,دشتي
,,,,275-2,نگارينا قد چارشونه داري ليلا خانم (اجرايي ديگر),سيما بينا,محلي بيرجندي,,دشتي
,,,,275-3,نگارينا قد چارشونه داري ليلا خانم,گروه كر,محلي بيرجندي,,دشتي
,,,,275-4,نگارينا قد چارشونه داري ليلا خانم,شور انگيز,محلي بيرجندي,,دشتي
,,,,ترانه هاي شجريان، عهديه، نادر گلچين، هايده، عارف، حميرا، سرهنگ زاده، مهستي، منوچهر سخايي، مهرپويا,,,,,
,,,,CD 9 (276 - 329),,,,,
,,,,شماره,مطلع و نام ترانه,اجرا,آهنگ ساز,ترانه سرا,دستگاه (نغمه)
